Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1167;21100889706;"Ekonomiaz";journal;"23404051, 02133865";"Servicio Central Publicaciones. Gobierno vasco";Yes;Yes;0,139;Q4;7;5;66;59;10;66;0,13;11,80;0,00;0;1;Spain;Western Europe;"Servicio Central Publicaciones. Gobierno vasco";"2016-2024";"Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1168;21101028122;"Esbocos";journal;"1414722X, 21757976";"Universidade Federal de Santa Catarina";Yes;Yes;0,139;Q4;5;33;113;1047;22;105;0,18;31,73;28,57;0;10;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2019-2024";"History (Q2); Anthropology (Q3); History and Philosophy of Science (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1169;19556;"Holocaust and Genocide Studies";journal;"14767937, 87566583";"Oxford University Press";No;No;0,139;Q4;24;13;70;1502;32;66;0,38;115,54;76,92;0;3;United Kingdom;Western Europe;"Oxford University Press";"1986-2024";"History (Q2); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1170;21100784268;"International Human Rights Law Review";journal;"22131027, 22131035";"Brill Academic Publishers";No;No;0,139;Q4;10;14;32;2546;19;32;0,40;181,86;47,37;0;13;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2024";"Law (Q3); Sociology and Political Science (Q4)";"Social Sciences"
1171;11600153439;"North Korean Review";journal;"15512789, 19412886";"McFarland and Company, Inc";No;No;0,139;Q4;10;7;38;287;15;33;0,20;41,00;100,00;0;3;United States;Northern America;"McFarland and Company, Inc";"2010-2017, 2019-2024";"History (Q2); Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1172;14403;"Victorian Studies";journal;"15272052, 00425222";"Indiana University Press";No;No;0,139;Q4;29;19;87;484;24;76;0,23;25,47;50,00;0;1;United States;Northern America;"Indiana University Press";"1969-1972, 1976-1978, 1980-1982, 1984-1986, 1988, 1990-1992, 1995, 1999, 2001-2024";"History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1173;5800170561;"Mediterranean Historical Review";journal;"1743940X, 09518967";"Routledge";No;No;0,138;Q4;23;9;31;463;14;30;0,24;51,44;16,67;0;0;United Kingdom;Western Europe;"Routledge";"1986-2024";"History (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1174;5600152872;"Societes Contemporaines";journal;"11501944, 19506899";"Presses de Sciences Po";No;No;0,138;Q4;23;5;76;290;24;72;0,23;58,00;50,00;0;3;France;Western Europe;"Presses de Sciences Po";"2001-2024";"Sociology and Political Science (Q4)";"Social Sciences"
1175;19600157304;"Southeastern Europe";journal;"00944467, 18763332";"Brill Academic Publishers";No;No;0,138;Q4;15;0;43;0;27;37;0,46;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"1976-1980, 1983-1990, 2002, 2005, 2007, 2009-2023";"History (Q2); Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1176;21100901027;"Annali di Ca Foscari Serie Orientale";journal;"23853042";"Edizioni Ca' Foscari";Yes;Yes;0,137;Q4;3;23;101;1221;18;100;0,17;53,09;60,00;0;1;Italy;Western Europe;"Edizioni Ca' Foscari";"2018-2024";"Religious Studies (Q2); Cultural Studies (Q3); Linguistics and Language (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1177;21100786959;"Austrian Journal of Political Science";journal;"23135433";"Osterreichischen Gesellschaft fur Politikwissenschaft";Yes;Yes;0,137;Q4;11;8;19;272;9;19;0,09;34,00;40,00;0;0;Germany;Western Europe;"Osterreichischen Gesellschaft fur Politikwissenschaft";"2015-2025";"Sociology and Political Science (Q4)";"Social Sciences"
1178;19700169837;"America Latina Hoy";journal;"23404396, 11302887";"University of Salamanca";Yes;Yes;0,136;Q4;13;13;57;590;21;56;0,31;45,38;56,67;0;7;Spain;Western Europe;"University of Salamanca";"2011-2025";"History (Q2); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1179;21100265641;"Etica e Politica";journal;"18255167";"Universita di Trieste";Yes;Yes;0,136;Q4;8;37;231;1075;30;231;0,14;29,05;27,91;0;10;Italy;Western Europe;"Universita di Trieste";"2013-2024";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1180;21100931308;"Labor: Studies in Working-Class History";journal;"15581454, 15476715";"Duke University Press";No;No;0,136;Q4;6;36;108;1432;16;90;0,13;39,78;48,48;0;1;United States;Northern America;"Duke University Press";"2019-2024";"History (Q2); Industrial Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
1181;21100814517;"Space and Culture, India";journal;"20528396";"ACCB Publishing";Yes;No;0,136;Q4;16;35;94;1731;40;82;0,34;49,46;43,06;0;19;United Kingdom;Western Europe;"ACCB Publishing";"2013-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Education (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1182;21101043801;"Urban Social Work";journal;"24748684, 24748692";"Springer Publishing Company";No;No;0,136;Q4;5;12;51;452;9;42;0,27;37,67;66,67;0;4;United States;Northern America;"Springer Publishing Company";"2017-2024";"Health (social science) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1183;18400156703;"Actuel Marx";journal;"09944524";"Presses Universitaires de France";No;No;0,135;Q4;8;16;55;532;6;49;0,07;33,25;18,75;0;0;France;Western Europe;"Presses Universitaires de France";"2008-2024";"Philosophy (Q3); Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1184;17600155220;"Geneses";journal;"11553219";"Editions Belin";No;No;0,135;Q4;25;16;62;670;23;60;0,16;41,88;36,84;0;0;France;Western Europe;"Editions Belin";"2000-2024";"History (Q2); Cultural Studies (Q3); Public Administration (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1185;19700188310;"Italian Culture";journal;"15590909, 01614622";"Maney Publishing";No;No;0,134;Q4;7;16;39;872;13;35;0,39;54,50;58,82;0;2;United Kingdom;Western Europe;"Maney Publishing";"1978, 1980-1981, 1983-1986, 1990-1995, 2009-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1186;21100811505;"Symposion";journal;"23926260, 1584174X";"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";Yes;Yes;0,134;Q4;6;14;39;314;12;39;0,35;22,43;16,67;0;3;Romania;Eastern Europe;"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";"2014-2024";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1187;21101021924;"Translocal Chinese: East Asian Perspectives";journal;"24522007, 24522015";"Brill Academic Publishers";No;No;0,134;Q4;4;10;33;433;9;27;0,31;43,30;33,33;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2016-2024";"History (Q2); Anthropology (Q3); Cultural Studies (Q3); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1188;21101154806;"Proceedings of the European Conference on Management, Leadership and Governance";conference and proceedings;"2048903X, 20489021";"Academic Conferences and Publishing International Limited";No;No;0,134;-;4;91;141;3046;65;137;0,46;33,47;57,23;0;44;United Kingdom;Western Europe;"Academic Conferences and Publishing International Limited";"2022-2024";"Health (social science); Public Administration; Sociology and Political Science; Strategy and Management";"Business, Management and Accounting; Social Sciences"
1189;21100406907;"Africa Yearbook";book series;"18729037, 18712525";"Brill Academic Publishers";No;No;0,133;Q4;2;56;1;0;0;1;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2009-2020, 2022, 2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1190;21100243004;"Cahiers du Genre";journal;"19683928, 12986046";"L'Harmattan";No;No;0,133;Q4;12;31;63;835;18;61;0,09;26,94;69,44;0;12;France;Western Europe;"L'Harmattan";"2011-2024";"Demography (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1191;21101078107;"Children: Global Posthumanist Perspectives and Materialist Theories";book series;"25233416, 25233408";"Springer Nature";No;No;0,133;Q4;4;0;51;0;14;1;0,32;0,00;0,00;0;0;Singapore;Asiatic Region;"Springer Nature";"2019-2023";"Education (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1192;21100451314;"Chinese and Comparative Law Series";book series;"22134875";"Brill Academic Publishers";No;No;0,133;Q4;4;2;16;1546;1;1;0,00;773,00;100,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012, 2015, 2017-2024";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1193;21101144492;"Contributions to International Relations";book series;"27315061, 2731507X";"Springer Nature";No;No;0,133;Q4;3;86;401;5954;55;1;0,11;69,23;0,00;0;29;Switzerland;Western Europe;"Springer Nature";"2021-2024";"Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1194;21101198442;"Critical Cultural Studies of Childhood";book series;"2731636X, 27316378";"Palgrave Macmillan";No;No;0,133;Q4;7;17;55;609;18;1;0,33;35,82;0,00;0;3;United Kingdom;Western Europe;"Palgrave Macmillan";"2006, 2009-2012, 2014-2016, 2018-2019, 2023-2024";"Cultural Studies (Q3); Education (Q4); Life-span and Life-course Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1195;21100900553;"Cultural Studies and Transdisciplinarity in Education";book series;"23457708";"Springer Nature";No;No;0,133;Q4;8;0;59;0;12;1;0,36;0,00;0,00;0;0;United States;Northern America;"Springer Nature";"2014-2023";"Cultural Studies (Q3); Education (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1196;5600153254;"Dirasat: Human and Social Sciences";journal;"10263721, 26636190";"The University of Jordan";No;No;0,133;Q4;8;313;854;8518;148;853;0,20;27,21;35,60;0;86;Jordan;Middle East;"The University of Jordan";"2007-2025";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Health (social science) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1197;21101028201;"Divergencia";journal;"07192398";"Taller de Historia Politica O.C.F.";No;Yes;0,133;Q4;3;16;44;818;4;41;0,07;51,13;20,00;0;4;Chile;Latin America;"Taller de Historia Politica O.C.F.";"2019-2024";"History (Q2); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1198;21100406310;"International Humanitarian Law Series";book series;"13896776";"Brill Academic Publishers";No;No;0,133;Q4;9;14;20;2355;7;1;0,35;168,21;33,33;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2016, 2018-2020, 2022-2025";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1199;21100258854;"International Journal of Interdisciplinary Social and Community Studies";journal;"23247584, 23247576";"Common Ground Research Networks";No;No;0,133;Q4;7;24;63;1072;25;63;0,46;44,67;40,35;0;18;United States;Northern America;"Common Ground Research Networks";"2012-2025";"Cultural Studies (Q3); Sociology and Political Science (Q4)";"Social Sciences"
1200;21100775395;"Journal of Information Technology Education: Discussion Cases";journal;"21661324, 21661316";"Informing Science Institute";No;No;0,133;Q4;2;0;1;0;0;1;0,00;0,00;0,00;0;0;United States;Northern America;"Informing Science Institute";"2012-2017, 2021";"Computer Science (miscellaneous) (Q4); Education (Q4); Sociology and Political Science (Q4)";"Computer Science; Social Sciences"
1201;21101232976;"Knowledge Hegemonies in the Early Modern World";book series;"27241394, 27241572";"Fondazione Universita Ca Foscari";No;No;0,133;Q4;1;0;2;0;0;1;0,00;0,00;0,00;0;0;Italy;Western Europe;"Fondazione Universita Ca Foscari";"2020, 2023";"History and Philosophy of Science (Q3); Philosophy (Q3); Physics and Astronomy (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Physics and Astronomy; Social Sciences"
1202;21100214706;"Review of Middle East Studies";journal;"23293225";"Cambridge University Press";No;No;0,133;Q4;11;1;67;66;16;61;0,16;66,00;100,00;0;0;United States;Northern America;"Cambridge University Press";"2007-2025";"History (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1203;21100427160;"Rulers and Elites";book series;"22114629, 22114610";"Brill Academic Publishers";No;No;0,133;Q4;10;0;11;0;3;1;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2011, 2013-2014, 2016-2021, 2023";"History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1204;21100905630;"Series on Chinese Economics Research";book series;"22511644";"World Scientific";No;No;0,133;Q4;2;0;21;0;2;1;0,00;0,00;0,00;0;0;Singapore;Asiatic Region;"World Scientific";"2019-2021, 2023";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1205;21100856758;"Series on Contemporary China";book series;"17930847";"World Scientific";No;No;0,133;Q4;2;0;17;0;1;1;0,00;0,00;0,00;0;0;Singapore;Asiatic Region;"World Scientific";"2017-2021, 2023";"Anthropology (Q3); Cultural Studies (Q3); History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1206;21100425312;"Social and Critical Theory";book series;"1572459X";"Brill Academic Publishers";No;No;0,133;Q4;11;0;12;0;0;1;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007, 2009-2015, 2017-2021, 2023";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1207;21101039099;"Societies and Political Orders in Transition";book series;"25112201, 2511221X";"Springer Science and Business Media Deutschland GmbH";No;No;0,133;Q4;20;0;182;0;167;1;1,22;0,00;0,00;0;0;Netherlands;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2017-2023";"Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1208;21100406934;"Studies in Global Social History";book series;"18746705";"Brill Academic Publishers";No;No;0,133;Q4;11;41;90;3242;14;1;0,11;79,07;0,00;0;31;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2024";"Cultural Studies (Q3); History (Q3); Demography (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1209;21100423705;"Studies in Public and Non-Profit Governance";book series;"20516630, 20516649";"Emerald Group Publishing Ltd.";No;No;0,133;Q4;10;0;7;0;4;1;0,57;0,00;0,00;0;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2016, 2018, 2023";"Public Administration (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1210;5700160810;"Boundary 2";journal;"01903659, 15272141";"Duke University Press";No;No;0,132;Q4;31;33;123;1080;33;104;0,31;32,73;41,94;0;0;United States;Northern America;"Duke University Press";"2002-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1211;20500195077;"Historia Constitucional";journal;"15764729";"Seminario de Historia Constitucional "MartÃ­nez Marina"";Yes;Yes;0,132;Q4;8;44;107;4979;10;106;0,06;113,16;28,89;0;13;Spain;Western Europe;"Seminario de Historia Constitucional "MartÃ­nez Marina"";"2011-2024";"History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1212;5600156881;"Intellectual Discourse";journal;"22895639, 01284878";"International Islamic University Malaysia";Yes;No;0,132;Q4;14;26;82;1091;30;74;0,23;41,96;24,49;0;12;Malaysia;Asiatic Region;"International Islamic University Malaysia";"2011-2025";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1213;21100227421;"Quinto Sol";journal;"03292665, 18512879";"Universidad Nacional de La Pampa";Yes;Yes;0,132;Q4;7;34;83;945;8;81;0,11;27,79;57,14;0;5;Argentina;Latin America;"Universidad Nacional de La Pampa";"2012-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1214;21100278321;"International Journal of China Studies";journal;"21803250";"Institute of China Studies, University of Malaya";No;No;0,131;Q4;14;15;37;625;16;37;0,33;41,67;42,11;0;5;Malaysia;Asiatic Region;"Institute of China Studies, University of Malaya";"2010-2024";"Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1215;15671;"Journal of Political and Military Sociology";journal;"00472697";"Journal of Political and Military Sociology";No;No;0,131;Q4;22;4;27;210;8;27;0,17;52,50;33,33;0;3;United States;Northern America;"Journal of Political and Military Sociology";"1996-2017, 2019-2023";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1216;19900191837;"Parliaments, Estates and Representation";journal;"1947248X, 02606755";"Taylor and Francis Ltd.";No;No;0,131;Q4;9;26;57;345;16;52;0,35;13,27;48,39;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2024";"History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1217;19400157126;"Secuencia";journal;"23958464, 01860348";"Instituto de Investigaciones Dr. Jose Maria Luis Mora";Yes;Yes;0,131;Q4;5;22;148;1000;16;147;0,12;45,45;23,81;0;11;Mexico;Latin America;"Instituto de Investigaciones Dr. Jose Maria Luis Mora";"1987, 1989, 2001-2002, 2016-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1218;21100403807;"African Journal of Legal Studies";journal;"17087384, 22109730";"Brill Academic Publishers";No;No;0,130;Q4;14;19;63;2123;14;56;0,26;111,74;33,33;0;7;Netherlands;Western Europe;"Brill Academic Publishers";"2004-2006, 2008-2009, 2011-2024";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1219;21081;"Contributions to Political Economy";journal;"14643588, 02775921";"Oxford University Press";No;No;0,130;Q4;22;12;27;742;14;26;0,38;61,83;46,67;0;0;United Kingdom;Western Europe;"Oxford University Press";"1982-2003, 2005-2024";"Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1220;5700162645;"Jewish Culture and History";journal;"1462169X";"Routledge";No;No;0,130;Q4;6;29;73;46;18;66;0,15;1,59;46,43;0;2;United Kingdom;Western Europe;"Routledge";"1999, 2001, 2014-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1221;21100897230;"Studies in Church History";book series;"04242084, 20590644";"Cambridge University Press";No;No;0,130;Q4;5;26;61;2338;16;57;0,30;89,92;45,45;0;3;United Kingdom;Western Europe;"Cambridge University Press";"2018-2024";"History (Q3); Religious Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1222;5600153156;"Eastern European Countryside";book series;"12328855";"De Gruyter Open Ltd.";Yes;No;0,129;Q4;12;0;19;0;8;19;0,38;0,00;0,00;0;0;Germany;Western Europe;"De Gruyter Open Ltd.";"2009-2022";"Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1223;21101174187;"Journal of Global Diaspora and Media";journal;"26325853, 26325861";"Intellect Ltd.";No;No;0,129;Q4;3;0;26;0;15;22;0,41;0,00;0,00;0;0;United Kingdom;Western Europe;"Intellect Ltd.";"2020-2023";"Communication (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1224;16957;"Analise Social";journal;"00032573";"Instituto de Ciencias Sociais da Universidade de Lisboa";Yes;Yes;0,128;Q4;20;44;110;2623;20;103;0,22;59,61;41,89;0;9;Portugal;Western Europe;"Instituto de Ciencias Sociais da Universidade de Lisboa";"1977-1978, 1981-1984, 1990, 1993-1994, 1996-2024";"History (Q3); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1225;21101041549;"Contradictions";journal;"25707485";"Filosoficky Ustav AV CR";No;No;0,128;Q4;3;0;60;0;5;51;0,11;0,00;0,00;0;0;Czech Republic;Eastern Europe;"Filosoficky Ustav AV CR";"2017-2023";"History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1226;5800159959;"Indonesia";journal;"00197289";"Cornell University";No;No;0,128;Q4;17;15;34;287;12;28;0,36;19,13;43,75;0;3;United States;Northern America;"Cornell University";"2011-2024";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1227;21100891827;"Journal of African Union Studies";journal;"20504306, 20504292";"Adonis &amp; Abbey Publishers Ltd.";No;No;0,128;Q4;8;16;59;802;13;56;0,27;50,13;39,39;0;12;United Kingdom;Western Europe;"Adonis &amp; Abbey Publishers Ltd.";"2012-2024";"Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1228;21101190206;"Journal of Islamic and Muslim Studies";journal;"24707074, 24707066";"Indiana University Press";No;No;0,128;Q4;3;5;31;28;8;26;0,26;5,60;60,00;0;0;United States;Northern America;"Indiana University Press";"2019-2024";"Anthropology (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1229;18775;"Sociologie du Travail";journal;"00380296";"Elsevier Masson s.r.l.";No;No;0,128;Q4;30;41;154;1287;16;151;0,09;31,39;43,75;0;7;France;Western Europe;"Elsevier Masson s.r.l.";"1972, 1980, 1988, 1994-2024";"Industrial Relations (Q4); Sociology and Political Science (Q4)";"Business, Management and Accounting; Social Sciences"
1230;21100222908;"Filosofia Politica";journal;"03947297";"Il Mulino publishing house";No;No;0,127;Q4;4;35;95;1941;6;89;0,06;55,46;28,95;0;3;Italy;Western Europe;"Il Mulino publishing house";"2012-2024";"History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1231;21101263031;"Humanimalia";journal;"21518645";"OpenJournals";Yes;Yes;0,127;Q4;3;15;26;621;8;23;0,31;41,40;57,14;0;2;Netherlands;Western Europe;"OpenJournals";"2020, 2022-2024";"Cultural Studies (Q3); Gender Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1232;17700154915;"Multitudes";journal;"17775841, 02920107";"Association Multitudes";No;No;0,127;Q4;14;70;260;566;21;235;0,04;8,09;47,27;0;2;France;Western Europe;"Association Multitudes";"2000-2024";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1233;21101163298;"Women, Gender, and Families of Color";journal;"23260947, 23260939";"University of Illinois Press";No;No;0,127;Q4;4;0;28;0;7;25;0,14;0,00;0,00;0;0;United States;Northern America;"University of Illinois Press";"2019-2023";"Cultural Studies (Q3); History (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1234;21100900373;"Asian International Studies Review";journal;"12268240";"Brill Academic Publishers";No;No;0,126;Q4;6;9;31;592;6;30;0,20;65,78;42,86;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2018-2024";"Cultural Studies (Q3); History (Q3); Business and International Management (Q4); Industrial Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
1235;21101044796;"Confluences Mediterranee";journal;"11482664, 21025991";"Pepper-L'Harmattan";No;No;0,126;Q4;4;31;92;905;17;85;0,22;29,19;30,43;0;12;France;Western Europe;"Pepper-L'Harmattan";"2019-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1236;19300156907;"Feministische Studien";journal;"23659920, 07235186";"Walter de Gruyter GmbH";No;No;0,126;Q4;8;28;97;364;15;86;0,11;13,00;79,31;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2008-2024";"Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1237;21100202947;"History of Economic Ideas";journal;"11228792, 17242169";"Fabrizio Serra Editore Srl";No;No;0,126;Q4;9;16;60;973;9;53;0,10;60,81;30,00;0;2;Italy;Western Europe;"Fabrizio Serra Editore Srl";"2011-2024";"History (Q3); Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1238;20067;"Irish Economic and Social History";journal;"03324893, 20504918";"SAGE Publications Inc.";No;No;0,126;Q4;7;7;25;0;5;25;0,00;0,00;44,44;0;2;United Kingdom;Western Europe;"SAGE Publications Inc.";"1975-1976, 1979, 1999-2024";"History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1239;5600156553;"Journal of Pacific History";journal;"00223344";"Taylor and Francis Ltd.";No;No;0,126;Q4;23;30;71;123;28;67;0,35;4,10;27,91;2;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1966-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1240;16000154770;"Tijdschrift voor Sociale en Economische Geschiedenis";journal;"15721701";"International Institute of Social History";Yes;Yes;0,126;Q4;15;19;62;1193;16;60;0,14;62,79;26,32;0;4;Netherlands;Western Europe;"International Institute of Social History";"2004-2024";"History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1241;21100887850;"Estudos Historicos";journal;"01032186, 21781494";"Fundacao Getulio Vargas";Yes;Yes;0,125;Q4;6;39;80;1629;20;68;0,14;41,77;44,19;0;8;Brazil;Latin America;"Fundacao Getulio Vargas";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1242;21100876243;"Itinerarios";journal;"15077241";"University of Warsaw";No;No;0,125;Q4;4;15;96;464;12;96;0,16;30,93;63,16;0;3;Poland;Eastern Europe;"University of Warsaw";"2018-2024";"Literature and Literary Theory (Q2); History (Q3); Linguistics and Language (Q3); Anthropology (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1243;21101075056;"Redescriptions: Political Thought, Conceptual History and Feminist Theory";journal;"23080914, 23080906";"Helsinki University Press";Yes;Yes;0,125;Q4;4;13;30;655;20;24;0,70;50,38;40,00;1;3;Finland;Western Europe;"Helsinki University Press";"2021-2024";"History (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
